"","logFC","pval","padj"
"cg22162544",0.103596855,0.559132013240177,0.0173520587431895
"cg15128295",-0.0026231733333334,0.988255496931507,0.0173520587431895
"cg07697459",0.012956,0.942023428874119,0.0173520587431895
"cg00156497",-0.0075873592222222,0.965995766255562,0.0173520587431895
"cg26033510",0.00667456222222218,0.970044625673256,0.0173520587431895
"cg16802892",-0.0122194166666667,0.945050460514628,0.0173520587431895
"cg13989295",-0.01191626,0.946343806458529,0.0173520587431895
"cg06293782",0.00150854222222219,0.993199802154845,0.0173520587431895
"rs10936224",-0.01007753,0.954531237707959,0.0173520587431895
"cg14974711",0.174178446666667,0.316526274925153,0.0173520587431895
"cg13835576",0.0708346344444444,0.687750929899476,0.0173520587431895
"cg03964373",-0.00512602777777771,0.976825954575707,0.0173520587431895
"cg11758647",0.0437047133333334,0.804128190569997,0.0173520587431895
"cg05961492",-0.00108214777777771,0.995099338667479,0.0173520587431895
"cg08896901",-0.00178585133333342,0.991910499686748,0.0173520587431895
"cg11400162",-0.00100564888888888,0.995444420682711,0.0173520587431895
"cg19268168",0.00268697777777771,0.98781175751009,0.0173520587431895
"cg03586128",-0.257655001777778,0.128424081894381,0.0173520587431895
"cg10499451",0.00150584111111118,0.993166732513919,0.0173520587431895
"cg07437923",-0.000435145555555572,0.998025067715532,0.0173520587431895
"cg02302183",0.00799633333333338,0.963686201454408,0.0173520587431895
"cg24057558",-0.0152492200000001,0.930674621743819,0.0173520587431895
"cg24991845",-0.0151143088888889,0.931273570273619,0.0173520587431895
"cg05305893",0.0269090922222223,0.877760757693156,0.0173520587431895
"cg02299007",0.00179568000000008,0.991813891253312,0.0173520587431895
"cg10584449",0.00680389555555561,0.968983043311179,0.0173520587431895
"rs877309",0.00201687444444443,0.99079489947544,0.0173520587431895
"cg12795959",-0.0192503588888889,0.912267534460399,0.0173520587431895
"cg16579946",7.38784444443974e-05,0.999662677688004,0.0173520587431895
"rs2385226",0.00270850777777776,0.987633418348412,0.0173520587431895
"cg14651435",-0.00471621266666666,0.978465304781279,0.0173520587431895
"cg19311470",0.00988690444444446,0.954804343855836,0.0173520587431895
"cg12145624",-0.108611167777778,0.530885317211207,0.0173520587431895
"cg24760581",-0.0242074988888888,0.889583613923201,0.0173520587431895
"cg05492172",-0.0155561588888888,0.928827596370196,0.0173520587431895
"cg22251955",-0.0132736055555556,0.939235061960673,0.0173520587431895
"cg08210468",-0.000595147777777805,0.99727283220818,0.0173520587431895
"cg10713875",0.00311062222222214,0.985741573151419,0.0173520587431895
"cg20696674",-0.0223319764444445,0.897804941574824,0.0173520587431895
"cg11420142",-0.00737784111111112,0.966108205321625,0.0173520587431895
"cg10252249",-0.0145648888888889,0.933112183574376,0.0173520587431895
"cg00540295",0.0121792766666666,0.944007788474444,0.0173520587431895
"cg12543766",-0.00777014333333326,0.964252888222433,0.0173520587431895
"cg13657582",-0.0117599444444444,0.945906704463846,0.0173520587431895
"cg00841008",-0.0095406744444444,0.956093944312596,0.0173520587431895
"cg04610742",-0.0241722022222222,0.888986443234862,0.0173520587431895
"cg08265308",0.043678521111111,0.800486368202195,0.0173520587431895
"cg12232167",0.00569105000000003,0.973757632009142,0.0173520587431895
"cg08775595",0.00100409777777777,0.99536895323131,0.0173520587431895
"cg04821830",0.0266872333333333,0.87735030039277,0.0173520587431895
"cg10422744",0.00262554999999998,0.987890137449916,0.0173520587431895
"cg05611160",-0.00969218777777781,0.955207841687875,0.0173520587431895
"cg25203245",-0.01102764,0.949036562066939,0.0173520587431895
"cg11294950",-0.0016229711111112,0.992494553920721,0.0173520587431895
"cg18137779",-0.00855243444444442,0.960450782506681,0.0173520587431895
"cg20976286",0.00447247555555552,0.979299108749191,0.0173520587431895
"cg22777560",-0.0300375722222223,0.861531098452006,0.0173520587431895
"cg15794987",-0.0152998977777777,0.929193315161414,0.0173520587431895
"cg12695921",0.0191727188888888,0.911323770374011,0.0173520587431895
"cg04998327",-9.35922222222718e-05,0.999566125787062,0.0173520587431895
"rs472920",-0.0138292922222222,0.935941657208964,0.0173520587431895
"cg20381372",0.0194860922222222,0.909722512778246,0.0173520587431895
"cg07882838",-0.00514164888888891,0.976136217568456,0.0173520587431895
"cg04218584",-0.0135787655555555,0.937027025951855,0.0173520587431895
"cg18698799",-0.00595341999999999,0.972356679968544,0.0173520587431895
"cg20566384",-0.0124474833333333,0.942216069083261,0.0173520587431895
"cg12109978",-0.00810641777777776,0.962326127696956,0.0173520587431895
"cg18339359",-0.0179643555555555,0.916617460036914,0.0173520587431895
"cg12869097",0.00072933333333336,0.996608349007272,0.0173520587431895
"cg10811640",0.00613542555555557,0.971467293734797,0.0173520587431895
"cg22444562",-0.000748196666666701,0.996516649764401,0.0173520587431895
"cg06160295",0.292124887777778,0.0726543985597875,0.0173520587431895
"cg04131969",-0.00247761111111111,0.988460674693272,0.0173520587431895
"cg26642936",-0.00928012888888891,0.956793589604656,0.0173520587431895
"cg09510698",0.00523076444444448,0.975617988604082,0.0173520587431895
"cg11956442",0.00586398555555556,0.972654957495387,0.0173520587431895
"cg22304519",0.0149182455555555,0.930369548934572,0.0173520587431895
"cg15961042",0.0203761833333334,0.904979036825818,0.0173520587431895
"cg16310958",-0.00267115555555553,0.987514159260712,0.0173520587431895
"cg16412745",0.0187248444444444,0.912541505350165,0.0173520587431895
"cg07969008",-0.0231636033333333,0.891798260501738,0.0173520587431895
"rs654498",0.01077544,0.949506046702483,0.0173520587431895
"cg09860529",0.0923214961111111,0.585556436758826,0.0173520587431895
"cg13286024",-0.0107442222222222,0.949587223533968,0.0173520587431895
"cg25150572",-0.00181431666666665,0.9914818576409,0.0173520587431895
"cg26392703",0.00867847777777775,0.959259634813605,0.0173520587431895
"cg13573375",0.0280450222222222,0.868769267426374,0.0173520587431895
"cg13883027",-0.0270269711111111,0.873470134286769,0.0173520587431895
"cg22774704",-0.00608816000000001,0.971377183700432,0.0173520587431895
"cg06307915",-0.00347731666666673,0.983645572593346,0.0173520587431895
"cg00474373",-0.00487208555555552,0.977079786128241,0.0173520587431895
"cg04613354",-0.0138461966666666,0.934916249503358,0.0173520587431895
"rs1510480",-0.00183120333333331,0.991381815535638,0.0173520587431895
"cg00944631",0.00211546555555558,0.990041704633449,0.0173520587431895
"cg11344566",0.0824865977777778,0.624992888915716,0.0173520587431895
"cg11897887",-0.00813557888888883,0.96167050738141,0.0173520587431895
"cg00905457",-0.00657062555555554,0.969031028219124,0.0173520587431895
"cg04431313",-0.0164287555555556,0.922654104759935,0.0173520587431895
"cg08963013",0.00163659111111109,0.992283356641845,0.0173520587431895
"cg21714731",-0.0172267766666666,0.918884574231278,0.0173520587431895
"cg09451339",-0.0105281555555555,0.950377310777882,0.0173520587431895
"cg16055189",0.0436007577777778,0.796298152161698,0.0173520587431895
"cg21498547",-0.00853011888888888,0.959751783593062,0.0173520587431895
"cg15094228",-0.00809233222222216,0.961804643690826,0.0173520587431895
"cg11519740",0.0800956311111112,0.634227774751263,0.0173520587431895
"cg20239921",-0.00123257777777774,0.994178534195634,0.0173520587431895
"cg18828306",0.0016467188888889,0.992216637460723,0.0173520587431895
"cg10989317",0.019711111111111,0.907013462953328,0.0173520587431895
"cg06611487",0.0105923777777778,0.949932681661539,0.0173520587431895
"cg10238924",0.016226211111111,0.923362441409383,0.0173520587431895
"cg06012903",0.0282285488888889,0.867028152351338,0.0173520587431895
"cg24407607",-0.00170182666666674,0.991947897803658,0.0173520587431895
"cg00695177",0.00107127666666673,0.994930386127678,0.0173520587431895
"cg07769198",-0.0135414266666666,0.935956595700671,0.0173520587431895
"cg23728836",-0.00656618222222222,0.968897437338691,0.0173520587431895
"cg02907150",-0.0207294804444444,0.901978995731547,0.0173520587431895
"cg18111114",-0.00648260888888891,0.96928332261128,0.0173520587431895
"cg08736526",0.0226814266666667,0.892791762641348,0.0173520587431895
"cg05448209",0.00695487777777781,0.96700875046821,0.0173520587431895
"cg01625212",0.0173863722222223,0.917611418127163,0.0173520587431895
"cg20981163",-0.000301102222222238,0.998570868026072,0.0173520587431895
"cg15491125",-0.0222980288888889,0.894311739670832,0.0173520587431895
"cg14942092",-0.0278445955555555,0.868145360758442,0.0173520587431895
"cg24506221",-0.0383906055555556,0.818862832150807,0.0173520587431895
"cg16390578",-0.01490393,0.92917749822575,0.0173520587431895
"cg15546285",0.00123395222222222,0.994127964490255,0.0173520587431895
"cg24586205",-0.0218373477777778,0.896265497317891,0.0173520587431895
"cg20704148",-0.00986289222222225,0.953052222248544,0.0173520587431895
"cg16044575",0.0118992133333334,0.943371390063762,0.0173520587431895
"cg04990378",-0.00975572777777778,0.95351718639666,0.0173520587431895
"cg14114910",-0.00852285444444445,0.959292284759151,0.0173520587431895
"cg11786587",-0.00147983777777777,0.992928819364554,0.0173520587431895
"cg14797147",-0.0119381200000001,0.942979488778525,0.0173520587431895
"cg07700317",-0.00703873566666668,0.966357682531533,0.0173520587431895
"cg02246922",0.00438602777777775,0.979033077235722,0.0173520587431895
"cg11663691",0.00833317666666672,0.960168343828166,0.0173520587431895
"cg27017735",0.00291964111111109,0.986038759356098,0.0173520587431895
"cg16167565",-0.00153782222222221,0.992645678309943,0.0173520587431895
"cg11973981",0.0078866488888889,0.962270226875479,0.0173520587431895
"cg07895913",0.00162846111111115,0.992205882930299,0.0173520587431895
"cg18391209",-0.0151466111111111,0.927554947116372,0.0173520587431895
"cg26584456",-0.00872582200000005,0.958203727111869,0.0173520587431895
"cg00018245",-0.0168874761111111,0.919190879959709,0.0173520587431895
"cg06060457",-0.00849251888888891,0.959303182536635,0.0173520587431895
"cg13195461",0.00412680888888894,0.980208003644326,0.0173520587431895
"rs10796216",-0.00167403999999993,0.991965174412217,0.0173520587431895
"cg10978613",0.0129525614444445,0.93785057568501,0.0173520587431895
"cg18821122",-0.00139147666666667,0.993315891659175,0.0173520587431895
"cg12208638",0.00618418222222222,0.970270591001059,0.0173520587431895
"cg07874011",-0.01867085,0.91037607217202,0.0173520587431895
"cg09985794",-0.00505060333333329,0.975710053429613,0.0173520587431895
"cg12602563",0.000919307777777822,0.995578144826696,0.0173520587431895
"cg05057827",-0.0405603244444445,0.806626454115575,0.0173520587431895
"cg25755428",0.00845940333333328,0.959317065434657,0.0173520587431895
"cg21242448",-0.0109475144444444,0.947346486029212,0.0173520587431895
"cg16767700",0.00257715333333336,0.987590346790314,0.0173520587431895
"cg15333688",-0.0026946911111112,0.987016403283844,0.0173520587431895
"cg19935756",-0.01610768,0.922471034954325,0.0173520587431895
"cg25174111",0.0104454633333333,0.949651238363941,0.0173520587431895
"cg00356335",0.0241011888888889,0.884039699615887,0.0173520587431895
"cg13066461",0.00138225777777778,0.993326618424578,0.0173520587431895
"rs133860",-0.00317352333333332,0.984673853493118,0.0173520587431895
"cg24080129",0.00177437888888893,0.991426844922283,0.0173520587431895
"cg06091288",-0.00761759555555563,0.963169154056959,0.0173520587431895
"cg01502466",-0.0225940133333333,0.890996869361832,0.0173520587431895
"cg15558527",0.147415862333333,0.364999402102142,0.0173520587431895
"cg06498495",-0.00283379666666661,0.986284765277395,0.0173520587431895
"cg21015022",0.00800657222222223,0.961255022233632,0.0173520587431895
"cg13740636",-0.00221465999999998,0.989277357860016,0.0173520587431895
"cg01891583",-0.00360315111111109,0.982553490702794,0.0173520587431895
"cg08283200",-0.0384878888888889,0.815093327118744,0.0173520587431895
"cg12284872",-0.0101669888888889,0.95075257453483,0.0173520587431895
"cg24883219",-0.0126070877777777,0.938941912896102,0.0173520587431895
"cg13102742",-0.00717062666666668,0.965231900387007,0.0173520587431895
"cg23840008",-0.0147914288888888,0.928344034312826,0.0173520587431895
"cg04497820",0.00292804888888887,0.985798108293581,0.0173520587431895
"cg07128503",0.0058161077777778,0.971782588523742,0.0173520587431895
"cg04557130",0.0316005722222221,0.84744879011234,0.0173520587431895
"cg09045339",-0.00143863222222224,0.99301478347675,0.0173520587431895
"cg20823859",0.00791952222222225,0.961534605886304,0.0173520587431895
"cg05023192",-0.0109905022222223,0.946612263859867,0.0173520587431895
"cg08223187",0.00963143300000002,0.953205416380354,0.0173520587431895
"cg22109827",0.0510972277777778,0.755186898263015,0.0173520587431895
"cg13443681",-0.0136878233333333,0.933505567633418,0.0173520587431895
"cg04422742",0.00665794444444451,0.967623057229604,0.0173520587431895
"cg22953237",-0.00891997922222221,0.956624517001992,0.0173520587431895
"cg13604933",-0.0166969244444444,0.918771680473606,0.0173520587431895
"cg13688351",-0.00633054555555557,0.969160665152633,0.0173520587431895
"cg16228451",-0.0203539766666666,0.901012255706368,0.0173520587431895
"cg16499140",0.0013156877777778,0.993583056693353,0.0173520587431895
"cg17388779",0.00684430888888887,0.966619325545481,0.0173520587431895
"cg16886051",-0.000125388888888911,0.999388285928334,0.0173520587431895
"cg16144436",0.0257034722222222,0.874948303462777,0.0173520587431895
"cg13239134",0.0172581266666667,0.915857384454387,0.0173520587431895
"cg19364778",-0.00507160555555553,0.975228544853989,0.0173520587431895
"cg00004073",-0.0118696513333333,0.941949759760858,0.0173520587431895
"cg07335343",-0.00682121111111123,0.966620216817498,0.0173520587431895
"cg21993023",-0.0198849081111111,0.902877236883722,0.0173520587431895
"cg02702444",-0.00969999055555559,0.952518584817785,0.0173520587431895
"cg26023019",0.00859621444444444,0.957901703545234,0.0173520587431895
"cg18443741",0.00992574555555559,0.951373991076256,0.0173520587431895
"cg08024264",0.00136745666666666,0.993293787136363,0.0173520587431895
"cg26077133",0.00392396000000006,0.980753803670531,0.0173520587431895
"cg03655023",-0.00765661222222214,0.962429895091548,0.0173520587431895
"cg14629612",-0.0136074122222222,0.933191778965964,0.0173520587431895
"cg15184353",0.0380782322222222,0.814295355220894,0.0173520587431895
"cg15478489",-0.0223080966666667,0.890534668036073,0.0173520587431895
"cg26222222",-0.0203115077777778,0.900258991072161,0.0173520587431895
"cg13574174",0.01193066,0.941318596801069,0.0173520587431895
"cg09533869",-0.00621818666666663,0.969367883096503,0.0173520587431895
"cg18993517",-0.0701119555555555,0.663958142778927,0.0173520587431895
"cg00980980",0.000864348888888866,0.995739161838,0.0173520587431895
"cg19154950",-0.0247999888888889,0.878141987944363,0.0173520587431895
"cg23727079",0.0073101888888889,0.963955589042469,0.0173520587431895
"cg01933473",4.73555555554617e-05,0.999766292977798,0.0173520587431895
"cg01667144",-0.0621583888888889,0.699914438232634,0.0173520587431895
"cg17314580",-0.00390028666666675,0.980747650765061,0.0173520587431895
"cg05724451",-0.0270902000000001,0.866825948486651,0.0173520587431895
"cg14112997",-0.00717465444444443,0.964581057966059,0.0173520587431895
"cg03098826",0.0219828755555556,0.891680089898066,0.0173520587431895
"cg18131458",-0.00932948333333339,0.953915323953885,0.0173520587431895
"cg26069044",-0.0161432500000001,0.920308309182474,0.0173520587431895
"cg04982228",0.00946814111111111,0.953204577935243,0.0173520587431895
"cg25306893",-0.0238793455555556,0.882279458761443,0.0173520587431895
"cg09120722",-0.00829655555555558,0.958972342181139,0.0173520587431895
"cg01188578",-0.00514663222222222,0.974539900093029,0.0173520587431895
"cg15744124",-0.00468729666666667,0.976807623994041,0.0173520587431895
"cg27355713",-0.00515894222222224,0.974470370212638,0.0173520587431895
"cg02578087",-0.121287969666667,0.447605715590781,0.0173520587431895
"cg07505631",-0.0206481777777778,0.898047286282598,0.0173520587431895
"cg02866897",-0.0164867277777778,0.918496076863716,0.0173520587431895
"cg17699276",0.00213136111111112,0.989435460922698,0.0173520587431895
"cg04104977",-0.00138744999999996,0.993122113790493,0.0173520587431895
"cg10266977",0.0538434333333333,0.737508334893474,0.0173520587431895
"cg25872828",-0.000465275555555644,0.99769228991117,0.0173520587431895
"cg07686394",-0.08073255,0.613791429119807,0.0173520587431895
"cg27153751",-0.00120258333333334,0.994025661423212,0.0173520587431895
"cg17611936",0.0551531166666668,0.730735676463422,0.0173520587431895
"cg04875706",-0.00940525999999997,0.953285515437789,0.0173520587431895
"cg08977311",-0.0119454334444444,0.940664908478042,0.0173520587431895
"cg08291129",-0.0261336822222222,0.870575539471236,0.0173520587431895
"cg01105403",-0.0254988888888888,0.873665444783122,0.0173520587431895
"cg08084984",-0.00103383444444444,0.994856954983604,0.0173520587431895
"cg08002427",0.0219776466666667,0.89090693447535,0.0173520587431895
"cg26278987",0.00102240222222227,0.9949102327658,0.0173520587431895
"cg10523200",-0.0635761611111111,0.690749115888265,0.0173520587431895
"cg14773256",-0.0145315888888889,0.927694106539948,0.0173520587431895
"cg13749548",0.0172762,0.914054007115096,0.0173520587431895
"cg10360725",0.00717520333333332,0.964235520872774,0.0173520587431895
"cg15295200",-0.0010694544444444,0.994663089986873,0.0173520587431895
"cg06746449",-0.0163159422222222,0.918701278761056,0.0173520587431895
"cg07203999",-0.0124228833333333,0.938053777434962,0.0173520587431895
"cg13462557",-0.00337266999999997,0.983162862105536,0.0173520587431895
"cg22955899",-0.0134908322222222,0.932698938842766,0.0173520587431895
"cg18844178",-0.0285050555555556,0.858190241548617,0.0173520587431895
"cg04892249",0.0123202677777778,0.938431317305131,0.0173520587431895
"cg11366142",-0.00537659777777777,0.973100399408201,0.0173520587431895
"cg09650803",0.0202233300000001,0.899041922315827,0.0173520587431895
"cg25001484",0.0341180666666666,0.830374039385518,0.0173520587431895
"cg25134647",0.000422557777777777,0.997884594405093,0.0173520587431895
"cg01350803",0.0207676877777778,0.896239234062353,0.0173520587431895
"cg22223709",0.0265328666666667,0.867638131367528,0.0173520587431895
"cg00143986",-0.0398889105555555,0.801876211079428,0.0173520587431895
"cg02079756",-0.0153962677777777,0.922836898356185,0.0173520587431895
"cg26469782",-0.00462078444444447,0.976810954068925,0.0173520587431895
"cg03812172",-0.0105599922222221,0.947017985977514,0.0173520587431895
"cg25977769",-0.00508839222222224,0.974452020985766,0.0173520587431895
"cg17839758",-0.00637737111111114,0.967978056360891,0.0173520587431895
"cg10509179",0.00336476666666663,0.983093663116907,0.0173520587431895
"cg14401833",-0.0035888392222222,0.981955375381232,0.0173520587431895
"cg20920357",0.00534814444444442,0.97309844184953,0.0173520587431895
"cg01858500",-0.00788506455555554,0.960336405241851,0.0173520587431895
"rs6982811",-0.00418386222222225,0.978946391980676,0.0173520587431895
"cg13910001",-0.0151094722222221,0.924038727677651,0.0173520587431895
"cg12784167",-0.0106218622222222,0.946557151340379,0.0173520587431895
"cg01553548",-0.0352428888888889,0.823790879049907,0.0173520587431895
"cg21158431",-0.0210521255555555,0.894221094698768,0.0173520587431895
"cg18346634",-0.00779158888888887,0.960758817697922,0.0173520587431895
"cg18847598",-0.0151594733333333,0.923655978863664,0.0173520587431895
"cg25938960",0.0092263577777778,0.953486566450534,0.0173520587431895
"cg17623720",0.0490555222222222,0.755883449343881,0.0173520587431895
"cg05111645",-0.00905675222222224,0.954224876350773,0.0173520587431895
"cg04118610",0.0063435822222222,0.967915942112301,0.0173520587431895
"cg19377607",0.00147811444444446,0.992517451411183,0.0173520587431895
"cg22946888",-0.0149177444444444,0.924533057524581,0.0173520587431895
"cg15074403",-0.00413891333333333,0.979028920230882,0.0173520587431895
"cg06002867",-0.0267279788888889,0.865090588889139,0.0173520587431895
"rs1484127",-0.00621276444444452,0.968512200961035,0.0173520587431895
"cg21209485",-0.00480553333333333,0.975623833013484,0.0173520587431895
"cg06971224",0.00738316222222218,0.96254177868725,0.0173520587431895
"cg08919780",-0.0080519,0.959133485313182,0.0173520587431895
"cg19512141",-0.0193002144444445,0.902226907026366,0.0173520587431895
"cg04971183",-0.00292578777777774,0.985137778907361,0.0173520587431895
"cg01742836",-0.00103942555555558,0.994719323095068,0.0173520587431895
"cg13591052",0.00424392777777771,0.978440429606944,0.0173520587431895
"cg00722793",0.0284612888888889,0.856084542434387,0.0173520587431895
"cg14863642",-0.02265857,0.88521184297863,0.0173520587431895
"cg12340462",0.00622661777777778,0.968350146196644,0.0173520587431895
"cg13910785",0.0120032922222222,0.939017161609045,0.0173520587431895
"cg07572984",-0.0304762877777778,0.845855374399055,0.0173520587431895
"cg01594260",0.00389164777777778,0.980204064557609,0.0173520587431895
"cg15577927",0.00405085366666669,0.979382940677051,0.0173520587431895
"cg07844442",0.00515521111111106,0.973750352992499,0.0173520587431895
"cg13992444",-0.0530519655555556,0.7344012949198,0.0173520587431895
"cg22535849",0.00375454555555554,0.980875198895338,0.0173520587431895
"cg00348031",-0.0139057333333333,0.929242809459661,0.0173520587431895
"cg17134221",-0.0505486244444445,0.746402957404736,0.0173520587431895
"cg14889167",-0.00815054666666665,0.958464974287653,0.0173520587431895
"cg12483213",-0.00650051444444444,0.96685005557715,0.0173520587431895
"cg00608467",0.00048817111111113,0.997509380230602,0.0173520587431895
"cg10376666",-0.0426742088888889,0.78450973350115,0.0173520587431895
"cg10717149",-0.00331095000000003,0.983092588391455,0.0173520587431895
"rs1941955",-0.00409545666666655,0.979087050501993,0.0173520587431895
"cg07671395",-0.00858351555555559,0.956180860036945,0.0173520587431895
"cg19236675",-0.0068032666666667,0.965261928195058,0.0173520587431895
"cg04319046",-0.0209518200000001,0.893259440594542,0.0173520587431895
"cg00045070",-0.00993247711111112,0.949290773504976,0.0173520587431895
"rs939290",-0.0184294699999999,0.906046228760233,0.0173520587431895
"cg02394572",-0.0293608,0.850787925272422,0.0173520587431895
"cg17480035",0.00748087333333336,0.961786780247048,0.0173520587431895
"cg09872687",-0.0460661222222222,0.767643552449358,0.0173520587431895
"rs1945975",-0.00711659777777784,0.963611921253588,0.0173520587431895
"cg05895137",0.00254805999999996,0.986962722047248,0.0173520587431895
