"","beta","pval","padj"
"cg05374809",-0.228182411111111,0.00374279199309806,0.0173520587431895
"cg00312746",0.237260855555556,0.00224262792597499,0.0173520587431895
"cg15539318",0.227269188888889,0.0039269681751017,0.0173520587431895
"cg18180230",0.2353687,0.00248409718437128,0.0173520587431895
"cg05889395",-0.2272685,0.00389879456602485,0.0173520587431895
"cg14208090",0.242223988888889,0.00164313109638828,0.0173520587431895
"cg18395354",0.254721744444444,0.000712524680436812,0.0173520587431895
"cg07115148",-0.232683955555556,0.00288069494492002,0.0173520587431895
"cg21149266",0.229204355555556,0.00349092313277041,0.0173520587431895
"cg27533825",0.224311422222222,0.0045279063136106,0.0173520587431895
"cg01897902",-0.215654238444444,0.00697557601434653,0.019752445177252
"cg20571213",0.247616388888889,0.00115122979693589,0.0173520587431895
"cg22273293",0.228331688888889,0.003642298900551,0.0173520587431895
"cg03396323",0.216730877777778,0.00657898215122712,0.0192171232692482
"cg11261283",0.213359855555555,0.00772680634854956,0.0209455308987519
"cg16151551",0.218692611111111,0.00597055945089178,0.0183661330326331
"cg26681770",-0.2253364,0.00423744601224423,0.0173520587431895
"cg05884086",0.230064711111111,0.00327639525235779,0.0173520587431895
"cg03620587",0.220354566666667,0.00544778526884657,0.0177354631739347
"cg14133257",0.223914622222222,0.00450105225145954,0.0173520587431895
"cg13940104",0.193555822222222,0.0179405040075003,0.0416397911280034
"cg05443459",0.236375611111111,0.00222446966088899,0.0173520587431895
"cg20059012",-0.245887307777778,0.00122489599690429,0.0173520587431895
"cg13782795",0.233738288888889,0.00258858517723465,0.0173520587431895
"cg15224291",0.235341144444444,0.00231193097177663,0.0173520587431895
"cg10558233",-0.232592355555556,0.00270813329251985,0.0173520587431895
"cg22169750",0.214612488888889,0.00697150409965086,0.0197521011464821
"cg26945145",-0.241260277777778,0.00160455921177742,0.0173520587431895
"cg03534360",0.230756088888889,0.00295653054245134,0.0173520587431895
"cg03047383",0.227729233333333,0.00348661701581127,0.0173520587431895
"cg07351894",-0.218190044444444,0.00571777059560613,0.0180633789873191
"cg22777490",0.227798233333333,0.00341841910367946,0.0173520587431895
"cg02067585",0.195905611111111,0.0156183163437675,0.0366885514300387
"cg14455142",0.243088711111111,0.0013607010058653,0.0173520587431895
"cg14946144",0.251988322222222,0.000739405610942706,0.0173520587431895
"cg09224689",-0.211755588888889,0.00768384911667553,0.0208785397936243
"cg17140299",0.228739688888889,0.00320024184622701,0.0173520587431895
"cg14367508",0.220151222222222,0.00506925849292991,0.0174680869078598
"cg14724072",0.225806522222222,0.00375301271527756,0.0173520587431895
"cg27136869",0.268360244444444,0.000196568666717952,0.0173520587431895
"cg04802986",-0.224138355555556,0.00408495920990659,0.0173520587431895
"cg00110666",0.229117235222222,0.00309241328690002,0.0173520587431895
"cg16628188",0.225448711111111,0.00378657840313311,0.0173520587431895
"cg23757136",0.223155788888889,0.00425913436677559,0.0173520587431895
"cg23740189",0.2312816,0.00269850708306942,0.0173520587431895
"cg01112477",0.220776466666667,0.0047779386766482,0.0173520587431895
"cg27535690",0.237659277777778,0.00182656128512752,0.0173520587431895
"cg09026137",0.213779855555555,0.00677895844946166,0.019425000869996
"cg00950947",0.224068155555555,0.00397581663154799,0.0173520587431895
"cg07172755",0.207267055555556,0.00916731425587685,0.0234818500406682
"cg26501729",0.2335351,0.00230485101139226,0.0173520587431895
"cg10546270",0.2272008,0.00328536622674507,0.0173520587431895
"cg11464571",0.197780844444444,0.0137882079836294,0.0328290666276891
"cg09216670",0.229287622222222,0.00291399355958282,0.0173520587431895
"cg19938167",0.238774133333333,0.00164273282266554,0.0173520587431895
"cg02632490",0.2199941,0.0048269781330943,0.0173520587431895
"cg24079601",0.235660022222222,0.00197002149433318,0.0173520587431895
"cg19549898",0.233978155555556,0.00218187652019031,0.0173520587431895
"cg02601475",-0.230671366666667,0.00264994034972957,0.0173520587431895
"cg16740157",0.225375322222222,0.00357106470305659,0.0173520587431895
"cg16341987",0.216242811111111,0.00577748083825552,0.0181528027950126
"cg17402907",0.204558477777778,0.010086341822962,0.0252347806428872
"cg04250878",0.227454755555556,0.00316028538887859,0.0173520587431895
"cg23219751",-0.213118511111111,0.00669396597323754,0.0193188051175687
"cg19142775",0.236581011111111,0.00182922845054829,0.0173520587431895
"cg18579796",-0.2457331,0.0010049549341355,0.0173520587431895
"cg19396949",0.231755388888889,0.00244965419814869,0.0173520587431895
"cg03621841",-0.240004188888889,0.00146910937129298,0.0173520587431895
"cg24008619",0.234452811111111,0.0020778581396337,0.0173520587431895
"cg13411923",0.233581755555555,0.00218600199570541,0.0173520587431895
"cg01071170",0.219001211111111,0.00490628366008008,0.0173753238432502
"cg01044293",-0.234184555555556,0.00208252296451545,0.0173520587431895
"cg06390077",0.216592688888889,0.00554178831937956,0.0178322999355299
"cg22371961",0.232300488888889,0.00232887843848073,0.0173520587431895
"cg06111374",0.227056866666667,0.00314670542940317,0.0173520587431895
"cg00670714",0.228210111111111,0.0029464281779636,0.0173520587431895
"cg19758859",0.1985844,0.0128469755829746,0.0308524869908133
"cg06794581",-0.209258344444445,0.0079043239236986,0.0212339124881091
"cg06230714",0.219075411111111,0.00482170725381383,0.0173520587431895
"cg19389468",0.223404211111111,0.00378610472913529,0.0173520587431895
"cg13221107",0.222843622222222,0.00389992143931881,0.0173520587431895
"cg08170837",0.222779366666667,0.00391207963851772,0.0173520587431895
"cg22688241",0.208789855555556,0.00797549601621086,0.0213705681034589
"cg25580581",-0.221184488888889,0.00423183886420008,0.0173520587431895
"cg07289662",0.2386361,0.00149863742364912,0.0173520587431895
"cg21598067",0.228336588888889,0.00280163512495956,0.0173520587431895
"cg00765686",-0.207560088888889,0.00828770454237241,0.0218985196817765
"cg10573659",-0.194905444444445,0.0145831587534958,0.0345245235641471
"cg04250194",-0.230017174444444,0.00250913474779395,0.0173520587431895
"cg20215480",0.199030944444445,0.0121785613721985,0.029434589419211
"cg00224496",-0.222709888888889,0.00379069819321035,0.0173520587431895
"cg24656269",0.204008844444444,0.00970011646319933,0.0244828785037843
"cg12932951",0.229824588888889,0.00251328978386652,0.0173520587431895
"cg12900732",0.239243055555556,0.00139755918910384,0.0173520587431895
"cg09542579",-0.241960966666667,0.00116299755333303,0.0173520587431895
"cg20311092",0.206363377777778,0.00864775360581949,0.0225026115165743
"cg22234930",-0.229992888888889,0.00247767282820772,0.0173520587431895
"cg11289406",-0.232296666666667,0.00215571944198403,0.0173520587431895
"cg04007892",0.215536655555555,0.00549779375553313,0.0177694020269104
"cg24635930",0.215740922222222,0.00543351605622116,0.0177299420105854
"cg06449205",0.225423888888889,0.00321030970249953,0.0173520587431895
"cg26855337",0.2343821,0.00188068359591134,0.0173520587431895
"cg16305018",0.217383911111111,0.00495906889903002,0.017397189612454
"cg16485048",-0.224558044444444,0.00334862559926628,0.0173520587431895
"cg13921308",0.230358311111111,0.00238526174095411,0.0173520587431895
"cg03281788",0.238404611111111,0.0014403978011279,0.0173520587431895
"cg15874425",0.239793911111111,0.00130373152416004,0.0173520587431895
"cg06926818",0.230057555555556,0.00240824280582196,0.0173520587431895
"cg13266188",0.2225453,0.00369568632260437,0.0173520587431895
"cg10876863",0.213532688888889,0.00595691146525367,0.0183572002010899
"cg24260019",-0.233034244444444,0.00199938897516228,0.0173520587431895
"cg04628419",-0.225245466666667,0.00314892324027702,0.0173520587431895
"cg22022671",0.233625277777778,0.00190812477285381,0.0173520587431895
"cg12163314",0.234510322222222,0.00179145869044932,0.0173520587431895
"cg24707290",0.215138044444444,0.00539622636848827,0.0176906658464169
"cg09549949",0.202886711111111,0.00980499136562844,0.0246666449449772
"cg17929043",0.220323033333333,0.0040823610697007,0.0173520587431895
"cg06744355",0.205505266666667,0.00865903070703015,0.022526094451171
"cg16602871",0.220625888888889,0.00398605664371156,0.0173520587431895
"cg16494350",0.213323377777778,0.00585833097887022,0.018253095431906
"cg23108188",0.219517655555555,0.00423001713664989,0.0173520587431895
"cg17498811",0.216064155555555,0.00508059307715101,0.0174680869078598
"cg07108579",0.195689822222222,0.0134139086156727,0.0320217441290827
"cg17531430",0.234036055555555,0.00180785225740289,0.0173520587431895
"cg23187251",0.212489188888889,0.00605686368367812,0.0184757015263521
"cg02203420",0.209324422222222,0.00709438935766415,0.0199355143970765
"cg18431391",0.232186322222222,0.0020085479133915,0.0173520587431895
"cg23866687",-0.225044998888889,0.00307249946223823,0.0173520587431895
"cg00335361",0.232941711111111,0.0019122973725983,0.0173520587431895
"cg16447142",-0.213037144444444,0.00587643422179958,0.0182644586659337
"cg02905206",0.224231177777778,0.00320871490646328,0.0173520587431895
"cg20988587",0.212704033333333,0.00596740221318909,0.0183661330326331
"cg03857931",0.214964588888889,0.00530285496057799,0.0176585246772494
"cg00115602",0.228069729777778,0.00255275310550401,0.0173520587431895
"cg16333016",0.2333239,0.0018451055405021,0.0173520587431895
"cg06223834",0.218929477777778,0.00425780930180715,0.0173520587431895
"cg21669226",0.2209747,0.00379885008059178,0.0173520587431895
"cg00756560",0.230552344444444,0.00216599768282295,0.0173520587431895
"cg19676829",0.226644577777778,0.00273499759326603,0.0173520587431895
"cg01704854",-0.204644,0.00870652088976969,0.0226231541893457
"cg01425836",-0.225713577777778,0.00287019008718242,0.0173520587431895
"cg08968362",0.238543411111111,0.00128244705791838,0.0173520587431895
"cg00497472",0.202733122222222,0.00947967636924936,0.0240711416201616
"cg15861102",0.239887244444444,0.00116891683783708,0.0173520587431895
"cg08614334",0.213075355555556,0.00569042171760167,0.0180335551397318
"cg17989259",0.197353455555556,0.0120671202555333,0.0292098444859463
"cg04468621",0.225735488888889,0.00283267881728796,0.0173520587431895
"cg22239317",0.231156622222222,0.00203173851081444,0.0173520587431895
"cg26414032",0.222500177777778,0.00338838306636158,0.0173520587431895
"cg07933234",0.209830588888889,0.00663638078801692,0.0192663607267681
"cg06994884",0.226128988888889,0.00273876484652435,0.0173520587431895
"cg12512839",0.216721855555555,0.00464377501904249,0.0173520587431895
"cg00274928",-0.230945222222222,0.00204625602466486,0.0173520587431895
"cg02812487",0.2231529,0.00325187868894573,0.0173520587431895
"cg09144083",0.225958244444444,0.00274605295932957,0.0173520587431895
"cg20603543",0.2206731,0.00371509555221048,0.0173520587431895
"cg01042687",0.205080533333333,0.00830332992956293,0.0219258778176998
"cg02660161",-0.216797544444444,0.00455575691724847,0.0173520587431895
"cg24301250",0.230705188888889,0.00203718662793529,0.0173520587431895
"cg00892463",0.230253233333333,0.0020892718263747,0.0173520587431895
"cg11231740",0.220323366666667,0.00372951498324213,0.0173520587431895
"cg04530445",0.246383022222222,0.000693735866770779,0.0173520587431895
"cg22209723",0.227242311111111,0.002489548611106,0.0173520587431895
"cg25967384",-0.231365444444444,0.00192708905854294,0.0173520587431895
"cg17258460",0.221342244444444,0.00349361987809128,0.0173520587431895
"cg27530799",0.214571622222222,0.00504921906804646,0.0174680869078598
"cg16083711",0.211730544444444,0.00584886948790778,0.018244081924712
"cg00165429",0.221611798333333,0.00342471852518229,0.0173520587431895
"cg26132715",0.250084355555556,0.000512235203506008,0.0173520587431895
"cg25475252",0.234733911111111,0.00153166323622598,0.0173520587431895
"cg07508413",0.232753866666667,0.00174056867955176,0.0173520587431895
"cg07026882",0.195068922222222,0.0128276734541186,0.0308115244099873
"cg16201078",0.221580433333333,0.00337701723570656,0.0173520587431895
"cg10851648",-0.232949744444444,0.0016898910829223,0.0173520587431895
"cg17899492",0.223396466666667,0.00302996332189302,0.0173520587431895
"cg26696870",-0.234219366666667,0.00155025530875144,0.0173520587431895
"cg24456616",0.215594322222222,0.0046576962556819,0.0173520587431895
"cg26384544",0.224684411111111,0.0027819029637632,0.0173520587431895
"cg16302962",0.240521711111111,0.00100262972701598,0.0173520587431895
"cg11223184",0.218983711111111,0.00385621252010318,0.0173520587431895
"cg09576582",0.222543933333333,0.00314636612987265,0.0173520587431895
"cg26124780",0.244681722222222,0.000740143935061939,0.0173520587431895
"cg06287775",0.1920012,0.0143816603239438,0.0341040083565184
"cg07001857",-0.214662877777778,0.00481640569727608,0.0173520587431895
"cg00117796",-0.227136649222222,0.0023637827478456,0.0173520587431895
"cg27204685",0.222014833333333,0.00319653008116116,0.0173520587431895
"cg11827910",-0.211746377777778,0.00560693544711196,0.0178960235637578
"cg14848333",0.223017244444444,0.00300146823835655,0.0173520587431895
"cg11792815",0.222526255555555,0.00308671155195499,0.0173520587431895
"cg06094386",0.203098255555556,0.00859175234292615,0.0224110648756371
"cg01306069",0.226177588888889,0.00245688228934839,0.0173520587431895
"cg21893961",0.212877577777778,0.00520267351392552,0.0175624420714709
"cg01481205",0.222375533333333,0.0030668184930881,0.0173520587431895
"cg17284168",0.215998377777778,0.00439154619218328,0.0173520587431895
"cg05058069",0.207995788888889,0.0066677666142462,0.0192973075590592
"cg21010928",0.230761455555556,0.00183352851865211,0.0173520587431895
"cg13609306",0.202326766666667,0.008785020005437,0.0227975087723809
"cg10335067",0.1999713,0.00979930995398764,0.0246554534003966
"cg20377881",0.212816966666667,0.00516373878274084,0.0175138876721916
"cg13333913",0.235886322222222,0.00129550851412282,0.0173520587431895
"cg17883866",0.195606622222222,0.0119320912697406,0.0289227760749983
"cg08035994",-0.2304817,0.00184313146181617,0.0173520587431895
"cg05598246",0.228122955555555,0.00213078140141346,0.0173520587431895
"cg10929520",0.229105577777778,0.00199157383347058,0.0173520587431895
"cg10982635",0.219924577777778,0.00344725527573316,0.0173520587431895
"cg13939297",0.219890555555556,0.00345250822492509,0.0173520587431895
"cg18475523",0.229623666666667,0.00192127634459082,0.0173520587431895
"cg03097275",-0.214848711111111,0.00456222195551916,0.0173520587431895
"cg15872478",0.207536166666667,0.00668407231949993,0.0193180399703622
"cg23978242",-0.208823055555556,0.00626062396034509,0.0187667577226817
"cg09591867",0.219872411111111,0.003442232006834,0.0173520587431895
"cg23342766",0.2214959,0.00313374984104268,0.0173520587431895
"cg23377042",0.218640833333333,0.00368318944046899,0.0173520587431895
"cg06754557",0.215851422222222,0.00429387955106671,0.0173520587431895
"cg24030920",0.223899577777778,0.00270850574523563,0.0173520587431895
"cg05556923",0.199026188888889,0.0100468562282445,0.0251548728799312
"cg11608598",0.224292755555556,0.00264093631827621,0.0173520587431895
"cg03028721",-0.215475355555556,0.00437423278337475,0.0173520587431895
"cg10251744",0.219579244444444,0.00346962241785578,0.0173520587431895
"cg05526036",0.2247985,0.00254570173094107,0.0173520587431895
"cg26875515",0.209659333333333,0.00592512813400865,0.0183189150853177
"cg27512176",0.215732444444444,0.00427376709517129,0.0173520587431895
"cg03653523",0.218890888888889,0.00357892609923794,0.0173520587431895
"cg13349787",0.228358455555555,0.00203349427879522,0.0173520587431895
"cg06074498",0.218130866666667,0.00371856484175472,0.0173520587431895
"cg00999904",0.199743344444444,0.00959288378509058,0.0242673508350381
"cg26255253",0.227922111111111,0.00207276878466611,0.0173520587431895
"cg20106867",-0.194795277777778,0.0120383175338648,0.0291551325316014
"cg01571525",0.225514288888889,0.00240429128467818,0.0173520587431895
"cg16142112",0.222006122222222,0.00296364200459607,0.0173520587431895
"cg16594663",-0.232912177777778,0.00149586857311325,0.0173520587431895
"cg03498987",0.218262133333333,0.00366202665940065,0.0173520587431895
"cg23521262",0.206594911111111,0.00682669402308934,0.0195167017248611
"cg22502450",0.215222644444444,0.00432674080366547,0.0173520587431895
"cg01931994",0.181354077777778,0.0212046706498127,0.0485288262954861
"cg02345692",0.210282711111111,0.00563290598101425,0.0179391910223384
"cg27313589",-0.227739355555556,0.00207211168755129,0.0173520587431895
"cg10102585",0.208793544444444,0.00607903002733751,0.0185166921332242
"cg14888864",0.233003088888889,0.00146844325803333,0.0173520587431895
"cg13226095",0.2151517,0.00431474747712622,0.0173520587431895
"cg12199057",0.2179903,0.00367299989048002,0.0173520587431895
"cg03406844",0.2119779,0.00509650928275537,0.0174864130609013
"cg11195910",0.213145188888889,0.00478463275156654,0.0173520587431895
"cg14918582",0.206991333333333,0.00660132401185478,0.0192341982484921
"cg12186771",0.208493155555555,0.00610904124271572,0.0185657797057969
"cg19413907",0.214238422222222,0.0044997195758223,0.0173520587431895
"cg15337956",0.227876733333333,0.002020243091819,0.0173520587431895
"cg14335536",-0.206237666666667,0.0068346433419572,0.0195167017248611
"cg04126956",0.199603611111111,0.0094215616785817,0.0239460202785149
"cg19690879",0.221827411111111,0.00289955848537619,0.0173520587431895
"cg04847841",0.216018744444444,0.0040459782506702,0.0173520587431895
"cg18259348",0.219541422222222,0.00330981996825536,0.0173520587431895
"cg11604377",0.213392288888889,0.00466747837127405,0.0173520587431895
"cg27591078",0.235177322222222,0.00122729926069973,0.0173520587431895
"cg20819482",0.222949377777778,0.00269042472582353,0.0173520587431895
"cg18065464",0.193800866666667,0.0122437645579077,0.0295707391810353
"cg07660750",-0.198440555555556,0.0098568685353809,0.0247588273749264
"cg18825531",-0.225643666666667,0.00226359227816242,0.0173520587431895
"cg16949898",0.212792722222222,0.00475162292438707,0.0173520587431895
"cg19201457",0.203752711111111,0.0075829370458873,0.0207014388367112
"cg08187801",0.219195288888889,0.00330736411030553,0.0173520587431895
"cg10721278",0.226523366666667,0.00212730670292273,0.0173520587431895
"cg02658051",0.228384333333333,0.00188425405059437,0.0173520587431895
"cg12813797",0.208909277777778,0.00579487085799069,0.0181771356900586
"cg15495641",0.207184422222222,0.00632914275977494,0.0188634536146322
"cg12531597",0.211247622222222,0.00511310626462768,0.0174892624585644
"cg09621610",0.214851722222222,0.00419357408967979,0.0173520587431895
"cg14383965",0.223717066666667,0.00250114433612145,0.0173520587431895
"cg20707969",0.217118677777778,0.00367680417986648,0.0173520587431895
"cg19381811",-0.213492244444444,0.00449121774902812,0.0173520587431895
"cg07818422",0.222352166666667,0.00269459214816329,0.0173520587431895
"cg06472048",0.205628722222222,0.00677932530362859,0.019425000869996
"cg19299912",0.220741211111111,0.00295636201706872,0.0173520587431895
"cg10351284",0.230273355555556,0.00163218275433378,0.0173520587431895
"cg13928887",0.219112333333333,0.00325249705697348,0.0173520587431895
"cg19644793",0.230430933333333,0.00161311075536822,0.0173520587431895
"cg21583016",0.221695566666667,0.00278958092178265,0.0173520587431895
"cg15791478",-0.232417111111111,0.00141073724271552,0.0173520587431895
"cg01359165",0.223412655555556,0.00251071577480081,0.0173520587431895
"cg20981848",0.220218922222222,0.00303571990144634,0.0173520587431895
"cg15005392",0.205763366666667,0.00668655189782909,0.0193180399703622
"cg07316873",-0.215793677777778,0.00390826343724854,0.0173520587431895
"cg20185964",0.245810933333333,0.000525551446520126,0.0173520587431895
"cg04020590",-0.220073988888889,0.00304399643731826,0.0173520587431895
"cg24004665",0.218333066666667,0.00336061255500155,0.0173520587431895
"cg10387912",0.206340011111111,0.00642785214405882,0.0189945455746159
"cg15968539",0.225018433333333,0.0022264748473145,0.0173520587431895
"cg17718545",0.209103733333333,0.00554518434113586,0.0178356778916152
"cg22400166",-0.220987522222222,0.00284384626995252,0.0173520587431895
"cg09559196",0.217155988888889,0.00355747780276956,0.0173520587431895
"cg04136379",0.217367811111111,0.00350648833840529,0.0173520587431895
"cg20061296",0.221510544444444,0.00274361754656442,0.0173520587431895
"cg27260821",0.227953022222222,0.00183641791008439,0.0173520587431895
